State,County,Day,Month,Year,Date,HPAI Strain,Order,Bird Species,WOAH Classification,Sampling,Sampling Method,Submitting Agency
California,Orange,31,10,2022,31/10/2022,EA H5N1,Pelecaniformes,American white pelican,Wild bird,Live bird,Hunter harvest,NWDP
North Dakota,McKenzie,17,10,2022,17/10/2022,EA H5,Pelecaniformes,American white pelican,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Lane,11,10,2022,11/10/2022,EA H5,Pelecaniformes,American white pelican,Wild bird,Live bird,Hunter Harvest,NWDP
Colorado,Larimer,19,10,2022,19/10/2022,EA H5,Pelecaniformes,American white pelican,Wild bird,Live bird,Hunter harvest,NWDP
Oklahoma,Tillman,25,10,2022,25/10/2022,EA H5,Pelecaniformes,American white pelican,Wild bird,Live bird,Hunter harvest,NWDP
Oklahoma,Tillman,25,10,2022,25/10/2022,EA H5,Pelecaniformes,American white pelican,Wild bird,Live bird,Hunter harvest,NWDP
Oklahoma,Tillman,25,10,2022,25/10/2022,EA H5,Pelecaniformes,American white pelican,Wild bird,Live bird,Hunter Harvest,NWDP
Wisconsin,Marathon,7,10,2022,07/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Texas,Freestone,12,10,2022,12/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Dakota,Logan,17,10,2022,17/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Dakota,Stutsman,17,10,2022,17/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter Harvest,NWDP
North Dakota,Logan,17,10,2022,17/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Dakota,Logan,17,10,2022,17/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Missouri,Chariton,25,10,2022,25/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Missouri,Chariton,25,10,2022,25/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Missouri,Chariton,25,10,2022,25/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Morrow,27,10,2022,27/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Iowa,Marion,31,10,2022,31/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter Harvest,NWDP
Idaho,Jefferson,31,10,2022,31/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Idaho,Jefferson,31,10,2022,31/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Minnesota,Stearns,25,10,2022,25/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Minnesota,Stearns,25,10,2022,25/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Minnesota,Stearns,25,10,2022,25/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Minnesota,Stearns,25,10,2022,25/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Minnesota,Wright,25,10,2022,25/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Missouri,Chariton,25,10,2022,25/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Missouri,Chariton,25,10,2022,25/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Missouri,Chariton,25,10,2022,25/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Iowa,Jackson,25,10,2022,25/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Iowa,Louisa,25,10,2022,25/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Iowa,Louisa,25,10,2022,25/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Iowa,Dickinson,25,10,2022,25/10/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
New York,Yates,3,10,2022,03/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Dakota,Ramsey,26,10,2022,26/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
New York,Genesee,25,10,2022,25/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
New York,Genesee,25,10,2022,25/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Montana,Teton,25,10,2022,25/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Montana,Lake,25,10,2022,25/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Montana,Lake,25,10,2022,25/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Palm Beach,19,10,2022,19/10/2022,EA/AM H5N1,Ciconiiformes,American wood stork,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Colorado,Denver,28,10,2022,28/10/2022,EA H5N1,Anseriformes,Baer's pochard,Captive wild bird,Live bird,Hunter harvest,NWDP
New York,Madison,7,10,2022,07/10/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Connecticut,New London,7,10,2022,07/10/2022,EA/AM H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Minnesota,Ramsey,6,10,2022,06/10/2022,EA H5N1,Accipitriformes,Bald eagle,Captive wild bird,Live bird,Hunter harvest,NWDP
Colorado,Douglas,25,10,2022,25/10/2022,EA H5N1,Accipitriformes,Bald eagle,Captive wild bird,Live bird,Hunter harvest,NWDP
Oregon,Multnomah,4,10,2022,04/10/2022,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Michigan,Midland,25,10,2022,25/10/2022,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
New York,Steuben,25,10,2022,25/10/2022,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
New York,Dutchess,27,10,2022,27/10/2022,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter Harvest,NWDP
New York,Columbia,27,10,2022,27/10/2022,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter Harvest,NWDP
Colorado,Larimer,26,10,2022,26/10/2022,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Michigan,Grand Traverse,26,10,2022,26/10/2022,EA H5,Accipitriformes,Bald eagle,Captive wild bird,Live bird,Hunter harvest,NWDP
Michigan,Allegan,12,10,2022,12/10/2022,EA H5,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Minnesota,Washington,11,10,2022,11/10/2022,EA H5,Strigiformes,Barred owl,Captive wild bird,Live bird,Hunter harvest,NWDP
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
California,San Diego,27,10,2022,27/10/2022,EA/AM H5N1,Anseriformes,Black swan,Captive wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,12,10,2022,12/10/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
New York,Orange,19,10,2022,19/10/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
New York,Orange,19,10,2022,19/10/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
New York,Dutchess,19,10,2022,19/10/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Florida,Brevard,25,10,2022,25/10/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Virginia,Chesterfield,19,10,2022,19/10/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Virginia,Chesterfield,19,10,2022,19/10/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Virginia,Chesterfield,19,10,2022,19/10/2022,EA/AM H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Colorado,Larimer,6,10,2022,06/10/2022,EA H5N1,Accipitriformes,Black vulture,Captive wild bird,Live bird,Hunter harvest,NWDP
Florida,Pinellas,6,10,2022,06/10/2022,EA H5N1,Accipitriformes,Black vulture,Captive wild bird,Live bird,Hunter harvest,NWDP
Pennsylvania,Northampton,4,10,2022,04/10/2022,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
New Jersey,Warren,25,10,2022,25/10/2022,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
New Jersey,Sussex,25,10,2022,25/10/2022,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Florida,Suwannee,27,10,2022,27/10/2022,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Florida,Madison,27,10,2022,27/10/2022,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Maryland,Anne Arundel,31,10,2022,31/10/2022,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,SCWDS
Georgia,Wilkes,27,10,2022,27/10/2022,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,SCWDS
Georgia,Wilkes,27,10,2022,27/10/2022,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,SCWDS
Georgia,Lamar,27,10,2022,27/10/2022,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,SCWDS
Georgia,Lee,27,10,2022,27/10/2022,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,SCWDS
Georgia,Lee,27,10,2022,27/10/2022,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,SCWDS
Georgia,Lee,27,10,2022,27/10/2022,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,SCWDS
Virginia,Pittsylvania,12,10,2022,12/10/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Florida,Brevard,12,10,2022,12/10/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,13,10,2022,13/10/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Brevard,13,10,2022,13/10/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Hunter Harvest,NWDP
Florida,Brevard,25,10,2022,25/10/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Georgia,Gwinnett,17,10,2022,17/10/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
Georgia,Forsyth,17,10,2022,17/10/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
Georgia,Forsyth,17,10,2022,17/10/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
Georgia,Peach,17,10,2022,17/10/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Georgia,Jenkins,17,10,2022,17/10/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,SCWDS
Georgia,Jenkins,17,10,2022,17/10/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,SCWDS
Georgia,Jenkins,17,10,2022,17/10/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,SCWDS
Georgia,Jenkins,17,10,2022,17/10/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,SCWDS
Georgia,Oconee,17,10,2022,17/10/2022,EA H5,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,SCWDS
California,Los Angeles,25,10,2022,25/10/2022,EA/AM H5N1,Pelecaniformes,Black-crowned night heron,Captive wild bird,Live bird,Live bird,NWDP
California,Orange,19,10,2022,19/10/2022,EA/AM H5N1,Pelecaniformes,Black-crowned night heron,Wild bird,Live bird,Live bird,NWDP
California,Santa Cruz,25,10,2022,25/10/2022,EA/AM H5N1,Pelecaniformes,Black-crowned night heron,Wild bird,Live bird,Live bird,NWDP
California,Alameda,31,10,2022,31/10/2022,EA H5N1,Pelecaniformes,Black-crowned night heron,Wild bird,Live bird,Live bird,NWDP
Utah,Weber,25,10,2022,25/10/2022,EA H5,Pelecaniformes,Black-crowned night heron,Wild bird,Live bird,Live bird,NWDP
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Morrow,27,10,2022,27/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,LA DWF/SCWDS
Alaska,Juneau,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter Harvest,NWDP
Alaska,Juneau,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter Harvest,NWDP
Alaska,Juneau,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter Harvest,NWDP
Alaska,Juneau,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter Harvest,NWDP
Alaska,Juneau,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter Harvest,NWDP
Idaho,Jefferson,31,10,2022,31/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Clatsop,31,10,2022,31/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Clatsop,31,10,2022,31/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Clatsop,31,10,2022,31/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Clatsop,31,10,2022,31/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Alaska,Juneau,31,10,2022,31/10/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter Harvest,NWDP
New York,Genesee,25,10,2022,25/10/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Morrow,27,10,2022,27/10/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Clatsop,31,10,2022,31/10/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Minnesota,Marshall,3,10,2022,03/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Wisconsin,Forest,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Montana,Teton,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Hale,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Hale,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Hale,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Hale,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Hale,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Hale,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Hale,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
Texas,Freestone,7,10,2022,07/10/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
