State,County,Day,Month,Year,Date,HPAI Strain,Order,Bird Species,WOAH Classification,Sampling,Sampling Method,Submitting Agency
Maine,Penobscot,24,1,2023,24/01/2023,EA H5N1,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Maryland,Dorchester,31,1,2023,31/01/2023,EA H5N1,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Maryland,Dorchester,31,1,2023,31/01/2023,EA H5N1,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Maine,Washington,23,2,2022,23/02/2022,EA H5N1,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Maine,Washington,23,2,2022,23/02/2022,EA H5N1,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Delaware,Kent,16,2,2022,16/02/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Maine,Washington,23,2,2022,23/02/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Maine,Washington,23,2,2022,23/02/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Maine,Washington,23,2,2022,23/02/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Maine,Washington,23,2,2022,23/02/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Connecticut,New Haven,23,2,2022,23/02/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Connecticut,New Haven,23,2,2022,23/02/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Connecticut,New Haven,23,2,2022,23/02/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Connecticut,New Haven,23,2,2022,23/02/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Connecticut,New Haven,23,2,2022,23/02/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Connecticut,New Haven,23,2,2022,23/02/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Connecticut,New Haven,23,2,2022,23/02/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Connecticut,New Haven,23,2,2022,23/02/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Connecticut,New Haven,23,2,2022,23/02/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Connecticut,New London,9,3,2022,09/03/2022,EA H5N1,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Connecticut,New London,9,3,2022,09/03/2022,EA H5N1,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Ohio,Ottawa,30,3,2022,30/03/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Ohio,Ottawa,30,3,2022,30/03/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Ohio,Ottawa,30,3,2022,30/03/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Ohio,Ottawa,30,3,2022,30/03/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Ohio,Ottawa,30,3,2022,30/03/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Ohio,Ottawa,30,3,2022,30/03/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Ohio,Ottawa,30,3,2022,30/03/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Ohio,Ottawa,30,3,2022,30/03/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Ohio,Ottawa,30,3,2022,30/03/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Ohio,Ottawa,30,3,2022,30/03/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Ohio,Ottawa,30,3,2022,30/03/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Ohio,Ottawa,30,3,2022,30/03/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Ohio,Ottawa,30,3,2022,30/03/2022,EA H5,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Vermont,Chittenden,13,9,2022,13/09/2022,EA H5N1,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Louisiana,Catahoula,19,10,2022,19/10/2022,EA H5N1,Gruiformes,African crowned crane,Captive wild bird,Agency,Agency harvest,NWDP
Ohio,Ottawa,28,10,2022,28/10/2022,EA H5N1,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Wyoming,Converse,4,10,2022,04/10/2022,EA H5N1,Anseriformes,Wood duck,Wild bird,Agency,Agency harvest,NWDP
New York,Seneca,12,12,2022,12/12/2022,EA H5N1,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
New York,Seneca,12,12,2022,12/12/2022,EA H5N1,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
New York,Seneca,12,12,2022,12/12/2022,EA H5N1,Anseriformes,American black duck,Wild bird,Agency,Agency harvest,NWDP
Indiana,Gibson,7,12,2022,07/12/2022,EA H5N1,Gruiformes,American coot,Wild bird,Agency,Agency harvest,NWDP
Colorado,Douglas,4,1,2023,04/01/2023,EA H5N1,Gruiformes,American crow,Captive wild bird,Live bird,Hunter harvest,NWDP
Minnesota,Hennepin,4,1,2023,04/01/2023,EA H5N1,Gruiformes,American crow,Wild bird,Live bird,Hunter Harvest,NWDP
Minnesota,Hennepin,4,1,2023,04/01/2023,EA H5N1,Gruiformes,American crow,Wild bird,Live bird,Hunter Harvest,NWDP
Minnesota,Hennepin,4,1,2023,04/01/2023,EA H5N1,Gruiformes,American crow,Wild bird,Live bird,Hunter harvest,NWDP
Kansas,Wabaunsee,20,1,2023,20/01/2023,EA H5N1,Gruiformes,American crow,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Multnomah,24,1,2023,24/01/2023,EA H5N1,Gruiformes,American crow,Wild bird,Live bird,Hunter Harvest,NWDP
Minnesota,Hennepin,27,1,2023,27/01/2023,EA H5N1,Gruiformes,American crow,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,26,1,2022,26/01/2022,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Louisiana,La Salle,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Louisiana,La Salle,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Louisiana,La Salle,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Louisiana,La Salle,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Louisiana,La Salle,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Louisiana,La Salle,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Alabama,Limestone,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Alabama,Limestone,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Louisiana,La Salle,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter Harvest,NWDP
South Carolina,Colleton,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Colleton,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Colleton,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Colleton,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Colleton,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter Harvest,NWDP
South Carolina,Colleton,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Georgia,Mcintosh,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Georgia,Mcintosh,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Georgia,Mcintosh,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Georgia,Mcintosh,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
California,Yolo,5,1,2023,05/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Texas,Freestone,5,1,2023,05/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Charleston,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Colleton,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Charleston,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Charleston,5,1,2023,05/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,10,1,2023,10/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
California,Solano,13,1,2023,13/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Lake,18,1,2023,18/01/2023,EA H5N1,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Louisiana,La Salle,4,1,2023,04/01/2023,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Louisiana,La Salle,4,1,2023,04/01/2023,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Louisiana,La Salle,4,1,2023,04/01/2023,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Louisiana,La Salle,4,1,2023,04/01/2023,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Louisiana,La Salle,4,1,2023,04/01/2023,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Alabama,Limestone,4,1,2023,04/01/2023,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
California,Yolo,5,1,2023,05/01/2023,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Charleston,5,1,2023,05/01/2023,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Alaska,Southeast Fairbanks,10,1,2023,10/01/2023,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
California,Solano,13,1,2023,13/01/2023,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Clarendon,20,1,2023,20/01/2023,EA H5N1,Pelecaniformes,American white pelican,Wild bird,Live bird,Hunter Harvest,NWDP
California,Merced,26,1,2023,26/01/2023,EA H5N1,Pelecaniformes,American white pelican,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,26,1,2022,26/01/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,26,1,2022,26/01/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
Virginia,Henrico,26,1,2022,26/01/2022,EA H5,Anseriformes,American green-winged teal,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Colleton,13,1,2022,13/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter Harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter Harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter Harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter Harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter Harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Alabama,Limestone,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Alabama,Limestone,4,1,2023,04/01/2023,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Charleston,5,1,2023,05/01/2023,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Hyde,10,1,2023,10/01/2023,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
California,Solano,13,1,2023,13/01/2023,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Washington,Skagit,31,1,2023,31/01/2023,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Beaufort,26,1,2022,26/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Beaufort,26,1,2022,26/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Beaufort,26,1,2022,26/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Beaufort,26,1,2022,26/01/2022,EA H5N1,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Colleton,4,1,2023,04/01/2023,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Texas,Hale,12,1,2023,12/01/2023,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
Washington,Whitman,20,1,2023,20/01/2023,EA H5N1,Accipitriformes,Bald eagle,Captive wild bird,Live bird,Hunter Harvest,NWDP
Massachusetts,Hampden,31,1,2023,31/01/2023,EA H5N1,Accipitriformes,Bald eagle,Captive wild bird,Live bird,Hunter harvest,SCWDS
Alaska,Aleutians West,4,1,2023,04/01/2023,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Alaska,Aleutians West,4,1,2023,04/01/2023,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
New York,Onondaga,3,1,2023,03/01/2023,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Iowa,Webster,9,1,2023,09/01/2023,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,SCWDS
New York,Suffolk,10,1,2023,10/01/2023,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Tennessee,Hamblen,12,1,2023,12/01/2023,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Pennsylvania,Berks,13,1,2023,13/01/2023,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Alabama,Clarke,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,SCWDS
Wisconsin,Wood,20,1,2023,20/01/2023,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Oregon,Multnomah,24,1,2023,24/01/2023,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Oklahoma,Rogers,13,1,2023,13/01/2023,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
New York,Suffolk,31,1,2023,31/01/2023,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Colleton,31,1,2023,31/01/2023,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Berkeley,31,1,2023,31/01/2023,EA H5N1,Accipitriformes,Bald eagle,Wild bird,Live bird,Hunter harvest,NWDP
Florida,Duval,20,1,2023,20/01/2023,EA H5,Accipitriformes,Bald eagle,Captive wild bird,Live bird,Hunter harvest,NWDP
New York,Saratoga,10,1,2023,10/01/2023,EA H5N1,Strigiformes,Barred owl,Wild bird,Live bird,Hunter harvest,NWDP
Georgia,Peach,12,1,2023,12/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,SCWDS
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
Mississippi,Jasper,18,1,2023,18/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
Mississippi,Clay,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
Mississippi,Clay,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Clay,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Clay,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Clay,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Clay,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Clay,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Clay,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jones,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Rankin,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Clay,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jones,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Clay,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jones,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jones,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jones,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,USGS/SCWDS
Mississippi,Jones,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jones,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jones,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jones,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
Mississippi,Jones,26,1,2023,26/01/2023,EA H5N1,Accipitriformes,Black vulture,Wild bird,Live bird,Live bird,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Pamlico,20,1,2022,20/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Beaufort,26,1,2022,26/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Beaufort,26,1,2022,26/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Colleton,26,1,2022,26/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Colleton,26,1,2022,26/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Colleton,26,1,2022,26/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Colleton,26,1,2022,26/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Colleton,26,1,2022,26/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Colleton,26,1,2022,26/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Beaufort,26,1,2022,26/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
North Carolina,Beaufort,26,1,2022,26/01/2022,EA H5,Anseriformes,American wigeon,Wild bird,Live bird,Hunter harvest,NWDP
South Carolina,Colleton,13,1,2022,13/01/2022,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,Tennessee Technological University/SCWDS
Virginia,Henrico,3,1,2023,03/01/2023,EA H5N1,Anseriformes,Blue-winged teal,Wild bird,Live bird,Live bird,NWDP
California,San Diego,9,1,2023,09/01/2023,EA H5N1,Anseriformes,Brant,Wild bird,Live bird,Live bird,NWDP
